AD_ID,DATE,PLATFORM,CAMPAIGN_NAME,AD_GROUP,IMPRESSIONS,CLICKS,COST,CONVERSIONS,ctr
379,1/20/2024,TikTok,Traffic_Campaign,Trending_Sounds,218901,3456,414.4,29,2%
380,1/20/2024,TikTok,Influencer_Collab,Creator_Partnership,389012,6234,967.8,98,2%
381,1/21/2024,TikTok,Awareness_GenZ,Dance_Challenge,234567,3456,445.7,34,1%
382,1/21/2024,TikTok,Conversion_Focus,Product_Demo,128901,2456,678.9,67,2%
383,1/21/2024,TikTok,Traffic_Campaign,Trending_Sounds,201234,3123,374.5,26,2%
384,1/21/2024,TikTok,Influencer_Collab,Creator_Partnership,367890,6012,923.4,94,2%
385,1/22/2024,TikTok,Awareness_GenZ,Dance_Challenge,267890,3945,523.4,40,1%
386,1/22/2024,TikTok,Conversion_Focus,Product_Demo,148901,2834,767.5,77,2%
387,1/22/2024,TikTok,Traffic_Campaign,Trending_Sounds,228901,3634,441.9,31,2%
388,1/22/2024,TikTok,Influencer_Collab,Creator_Partnership,398567,6534,998.7,98,2%
389,1/23/2024,TikTok,Awareness_GenZ,Dance_Challenge,289012,4234,556.7,43,1%
390,1/23/2024,TikTok,Conversion_Focus,Product_Demo,156789,3012,812.3,82,2%
391,1/23/2024,TikTok,Traffic_Campaign,Trending_Sounds,245678,3890,467.8,34,2%
392,1/23/2024,TikTok,Influencer_Collab,Creator_Partnership,423456,6890,1056.8,107,2%
393,1/24/2024,TikTok,Awareness_GenZ,Dance_Challenge,312345,4567,623.4,48,1%
394,1/24/2024,TikTok,Conversion_Focus,Product_Demo,172345,3345,867.9,87,2%
395,1/24/2024,TikTok,Traffic_Campaign,Trending_Sounds,267890,4123,512.6,37,2%
396,1/24/2024,TikTok,Influencer_Collab,Creator_Partnership,456789,7456,1167.8,118,2%
397,1/25/2024,TikTok,Awareness_GenZ,Dance_Challenge,323456,4789,645.7,50,1%
398,1/25/2024,TikTok,Conversion_Focus,Product_Demo,178901,3456,889.5,89,2%
399,1/25/2024,TikTok,Traffic_Campaign,Trending_Sounds,278901,4234,534.2,39,2%
400,1/25/2024,TikTok,Influencer_Collab,Creator_Partnership,467890,7623,1189.4,120,2%
401,1/26/2024,TikTok,Awareness_GenZ,Dance_Challenge,301234,4456,589.9,46,1%
402,1/26/2024,TikTok,Conversion_Focus,Product_Demo,167890,3234,845.6,85,2%
403,1/26/2024,TikTok,Traffic_Campaign,Trending_Sounds,256789,4012,489.2,36,2%
404,1/26/2024,TikTok,Influencer_Collab,Creator_Partnership,445678,7234,1123.5,113,2%
405,1/27/2024,TikTok,Awareness_GenZ,Dance_Challenge,278901,4123,545.6,42,1%
406,1/27/2024,TikTok,Conversion_Focus,Product_Demo,153456,2945,789.2,79,2%
407,1/27/2024,TikTok,Traffic_Campaign,Trending_Sounds,236789,3734,456.8,33,2%
408,1/27/2024,TikTok,Influencer_Collab,Creator_Partnership,423456,6789,1034.5,104,2%
409,1/28/2024,TikTok,Awareness_GenZ,Dance_Challenge,267890,3945,501.2,40,1%
410,1/28/2024,TikTok,Conversion_Focus,Product_Demo,148901,2834,756.7,76,2%
411,1/28/2024,TikTok,Traffic_Campaign,Trending_Sounds,223456,3567,427.7,30,2%
412,1/28/2024,TikTok,Influencer_Collab,Creator_Partnership,401234,6456,989.9,101,2%
413,1/29/2024,TikTok,Awareness_GenZ,Dance_Challenge,289012,4234,556.7,43,1%
414,1/29/2024,TikTok,Conversion_Focus,Product_Demo,156789,3012,812.3,82,2%
415,1/29/2024,TikTok,Traffic_Campaign,Trending_Sounds,245678,3890,467.8,34,2%
416,1/29/2024,TikTok,Influencer_Collab,Creator_Partnership,423456,6890,1056.8,107,2%
417,1/30/2024,TikTok,Awareness_GenZ,Dance_Challenge,295678,4345,573.2,44,1%
418,1/30/2024,TikTok,Conversion_Focus,Product_Demo,161234,3089,823.7,83,2%
419,1/30/2024,TikTok,Traffic_Campaign,Trending_Sounds,251234,3967,481.5,35,2%
420,1/30/2024,TikTok,Influencer_Collab,Creator_Partnership,434567,7012,1089.3,109,2%
